Present_Tmax,Present_Tmin,DEM,lat,lon,Slope,Solar radiation,Act_Next_Tmax,Act_Next_Tmin,Date
25.8,24.6,19.5844,37.5237,126.97,0.2713,5764.060547,24.3,23,11/7/2013
24.3,23,44.7624,37.6046,127.032,0.5141,5766.341309,24.7,23.1,12/7/2013
24.7,23.1,33.3068,37.5776,127.058,0.2661,5760.659668,24.6,23.6,12/7/2013
24.6,23.6,45.716,37.645,127.022,2.5348,5753.800293,25,23.4,12/7/2013
25,23.4,35.038,37.5507,127.135,0.5055,5755.694336,25.4,24,12/7/2013
25.4,24,54.6384,37.5102,127.042,0.1457,5769.900879,24.2,23.3,12/7/2013
24.2,23.3,12.37,37.5776,126.838,0.0985,5745.85498,24.6,23.7,12/7/2013
24.6,23.7,52.518,37.4697,126.91,1.5629,5759,23.6,22.8,12/7/2013
23.6,22.8,50.9312,37.4967,126.826,0.4125,5773.955566,24.1,23.2,12/7/2013
24.1,23.2,208.507,37.4562,126.955,5.1782,5778.769531,25.4,23.7,12/7/2013
25.4,23.7,28.7,37.5372,127.085,0.6233,5761.848633,23,21.9,12/7/2013
23,21.9,132.118,37.5507,126.988,0.5931,5820.04248,25.2,23.5,12/7/2013
25.2,23.5,59.8324,37.5776,127.083,2.6865,5755.828613,24.5,23.4,12/7/2013
24.5,23.4,30.968,37.4967,126.927,0.618,5754.252441,23.7,22.9,12/7/2013
23.7,22.9,30.0464,37.5507,126.937,0.8552,5764.636719,24.3,22.8,12/7/2013
24.3,22.8,82.2912,37.4697,126.995,2.2579,5753.311035,24.6,23.1,12/7/2013
24.6,23.1,53.4712,37.6181,127.099,0.697,5768.783203,25.4,24.1,12/7/2013
25.4,24.1,56.4448,37.4832,127.024,1.2313,5759.541016,23.8,22.9,12/7/2013
23.8,22.9,75.0924,37.5776,126.938,1.7678,5791.473633,23.8,23.2,12/7/2013
23.8,23.2,146.554,37.6181,127.004,4.7296,5832.299316,24.7,23.5,12/7/2013
24.7,23.5,26.298,37.5507,127.04,0.5721,5756.556641,25.4,23.9,12/7/2013
25.4,23.9,21.9668,37.5102,127.086,0.1332,5749.308594,24.7,23.8,12/7/2013
24.7,23.8,15.5876,37.5372,126.891,0.1554,5748.097656,24.7,23.9,12/7/2013
24.7,23.9,17.2956,37.5237,126.909,0.2223,5746.661133,24.9,24,12/7/2013
24.9,24,19.5844,37.5237,126.97,0.2713,5752.260254,22.9,20.5,12/7/2013
22.9,20.5,212.335,37.6046,126.991,2.785,5881.220703,25.2,22.2,13/7/2013
25.2,22.2,44.7624,37.6046,127.032,0.5141,5753.916504,25.3,22.5,13/7/2013
25.3,22.5,33.3068,37.5776,127.058,0.2661,5748.237793,26,22.3,13/7/2013
26,22.3,45.716,37.645,127.022,2.5348,5741.361328,25.9,22.5,13/7/2013
25.9,22.5,35.038,37.5507,127.135,0.5055,5743.159668,26.1,22.8,13/7/2013
26.1,22.8,54.6384,37.5102,127.042,0.1457,5757.363281,25.7,22.2,13/7/2013
25.7,22.2,12.37,37.5776,126.838,0.0985,5733.377441,25.8,23.2,13/7/2013
25.8,23.2,52.518,37.4697,126.91,1.5629,5746.33252,25.2,22.5,13/7/2013
25.2,22.5,50.9312,37.4967,126.826,0.4125,5761.527344,25.3,22.8,13/7/2013
25.3,22.8,208.507,37.4562,126.955,5.1782,5764.948242,25.7,22.9,13/7/2013
25.7,22.9,28.7,37.5372,127.085,0.6233,5749.513672,24.9,21.8,13/7/2013
24.9,21.8,132.118,37.5507,126.988,0.5931,5807.455078,25.8,22.9,13/7/2013
25.8,22.9,59.8324,37.5776,127.083,2.6865,5743.13623,25.6,22.9,13/7/2013
25.6,22.9,30.968,37.4967,126.927,0.618,5741.736816,25.2,21.9,13/7/2013
25.2,21.9,30.0464,37.5507,126.937,0.8552,5752.317383,25.4,22.2,13/7/2013
25.4,22.2,82.2912,37.4697,126.995,2.2579,5740.28418,25.1,22.3,13/7/2013
25.1,22.3,53.4712,37.6181,127.099,0.697,5756.279297,25.8,22.8,13/7/2013
25.8,22.8,56.4448,37.4832,127.024,1.2313,5746.825195,25.1,22.1,13/7/2013
25.1,22.1,75.0924,37.5776,126.938,1.7678,5779.14209,25.6,22.4,13/7/2013
25.6,22.4,146.554,37.6181,127.004,4.7296,5820.243164,25.3,22.7,13/7/2013
25.3,22.7,26.298,37.5507,127.04,0.5721,5744.150391,26.1,22.8,13/7/2013
26.1,22.8,21.9668,37.5102,127.086,0.1332,5736.805176,26.2,22.6,13/7/2013
26.2,22.6,15.5876,37.5372,126.891,0.1554,5735.630371,26,22.5,13/7/2013
26,22.5,17.2956,37.5237,126.909,0.2223,5734.145996,25.8,23,13/7/2013
25.8,23,19.5844,37.5237,126.97,0.2713,5739.846191,23.1,21.3,13/7/2013
23.1,21.3,212.335,37.6046,126.991,2.785,5868.59668,25.5,23.3,14/7/2013
25.5,23.3,44.7624,37.6046,127.032,0.5141,5740.896484,25.4,23,14/7/2013
25.4,23,33.3068,37.5776,127.058,0.2661,5735.222656,25.7,23.8,14/7/2013
25.7,23.8,45.716,37.645,127.022,2.5348,5728.316406,26,23.9,14/7/2013
26,23.9,35.038,37.5507,127.135,0.5055,5730.027832,26.5,23.5,14/7/2013
26.5,23.5,54.6384,37.5102,127.042,0.1457,5744.228027,25.6,23.2,14/7/2013
25.6,23.2,12.37,37.5776,126.838,0.0985,5720.304688,25.7,23.4,14/7/2013
25.7,23.4,52.518,37.4697,126.91,1.5629,5733.061523,25.1,22.6,14/7/2013
25.1,22.6,50.9312,37.4967,126.826,0.4125,5748.505859,25.2,23,14/7/2013
25.2,23,208.507,37.4562,126.955,5.1782,5750.477539,26.5,23.6,14/7/2013
26.5,23.6,28.7,37.5372,127.085,0.6233,5736.588867,24,22.2,14/7/2013
24,22.2,132.118,37.5507,126.988,0.5931,5794.26709,25.6,23.5,14/7/2013
25.6,23.5,59.8324,37.5776,127.083,2.6865,5729.839844,25.5,23.4,14/7/2013
25.5,23.4,30.968,37.4967,126.927,0.618,5728.624512,25.2,22.8,14/7/2013
25.2,22.8,30.0464,37.5507,126.937,0.8552,5739.408203,25.6,22.8,14/7/2013
25.6,22.8,82.2912,37.4697,126.995,2.2579,5726.639648,25.2,23.1,14/7/2013
25.2,23.1,53.4712,37.6181,127.099,0.697,5743.178711,26.6,24,14/7/2013
26.6,24,56.4448,37.4832,127.024,1.2313,5733.504395,24.8,22.9,14/7/2013
24.8,22.9,75.0924,37.5776,126.938,1.7678,5766.221191,25,23.1,14/7/2013
25,23.1,146.554,37.6181,127.004,4.7296,5807.616699,25.4,22.9,14/7/2013
25.4,22.9,26.298,37.5507,127.04,0.5721,5731.151367,26.8,23.5,14/7/2013
26.8,23.5,21.9668,37.5102,127.086,0.1332,5723.705566,26.1,23.6,14/7/2013
26.1,23.6,15.5876,37.5372,126.891,0.1554,5722.567871,25.9,23.8,14/7/2013
25.9,23.8,17.2956,37.5237,126.909,0.2223,5721.03418,25.8,23.7,14/7/2013
25.8,23.7,19.5844,37.5237,126.97,0.2713,5726.839355,25.8,22.1,14/7/2013
25.8,22.1,212.335,37.6046,126.991,2.785,5855.396973,28.1,23.3,15/7/2013
28.1,23.3,44.7624,37.6046,127.032,0.5141,5727.288086,28.9,23.4,15/7/2013
28.9,23.4,33.3068,37.5776,127.058,0.2661,5721.618652,29.3,23.7,15/7/2013
29.3,23.7,45.716,37.645,127.022,2.5348,5714.666992,26.2,23.3,15/7/2013
26.2,23.3,35.038,37.5507,127.135,0.5055,5716.302246,29.6,23.9,15/7/2013
29.6,23.9,54.6384,37.5102,127.042,0.1457,5730.499023,28.8,23.9,15/7/2013
28.8,23.9,12.37,37.5776,126.838,0.0985,5706.640625,29.3,24.2,15/7/2013
29.3,24.2,52.518,37.4697,126.91,1.5629,5719.192871,29.2,23.2,15/7/2013
29.2,23.2,50.9312,37.4967,126.826,0.4125,5734.894531,28.2,23.3,15/7/2013
28.2,23.3,208.507,37.4562,126.955,5.1782,5735.364746,29.7,23.8,15/7/2013
29.7,23.8,28.7,37.5372,127.085,0.6233,5723.078613,27.5,22.9,15/7/2013
27.5,22.9,132.118,37.5507,126.988,0.5931,5780.483887,29.6,24,15/7/2013
29.6,24,59.8324,37.5776,127.083,2.6865,5715.945801,28.6,24.2,15/7/2013
28.6,24.2,30.968,37.4967,126.927,0.618,5714.919434,28.9,23.4,15/7/2013
28.9,23.4,30.0464,37.5507,126.937,0.8552,5725.915039,28.3,23.2,15/7/2013
28.3,23.2,82.2912,37.4697,126.995,2.2579,5712.382324,28.9,22.8,15/7/2013
28.9,22.8,53.4712,37.6181,127.099,0.697,5729.48584,30,24,15/7/2013
30,24,56.4448,37.4832,127.024,1.2313,5719.58252,28.7,23.7,15/7/2013
28.7,23.7,75.0924,37.5776,126.938,1.7678,5752.715332,28.4,23.4,15/7/2013
28.4,23.4,146.554,37.6181,127.004,4.7296,5794.404297,28.6,23.5,15/7/2013
28.6,23.5,26.298,37.5507,127.04,0.5721,5717.564453,29.5,23.9,15/7/2013
29.5,23.9,21.9668,37.5102,127.086,0.1332,5710.013672,29.9,24.3,15/7/2013
29.9,24.3,15.5876,37.5372,126.891,0.1554,5708.915039,29.5,24.2,15/7/2013
29.5,24.2,17.2956,37.5237,126.909,0.2223,5707.32959,29.4,23.9,15/7/2013
29.4,23.9,19.5844,37.5237,126.97,0.2713,5713.243652,25.2,23.3,15/7/2013
25.2,23.3,212.335,37.6046,126.991,2.785,5841.619141,28,24.3,16/7/2013
28,24.3,44.7624,37.6046,127.032,0.5141,5713.085449,28.8,25.6,16/7/2013
28.8,25.6,33.3068,37.5776,127.058,0.2661,5707.422852,28.7,25.2,16/7/2013
28.7,25.2,45.716,37.645,127.022,2.5348,5700.435059,27.5,23.8,16/7/2013
27.5,23.8,35.038,37.5507,127.135,0.5055,5701.980957,30.5,26,16/7/2013
30.5,26,54.6384,37.5102,127.042,0.1457,5716.173828,28.4,26.1,16/7/2013
28.4,26.1,12.37,37.5776,126.838,0.0985,5692.382324,29.1,26.2,16/7/2013
29.1,26.2,52.518,37.4697,126.91,1.5629,5704.723633,27.9,24.9,16/7/2013
27.9,24.9,50.9312,37.4967,126.826,0.4125,5720.690918,28.5,25,16/7/2013
28.5,25,208.507,37.4562,126.955,5.1782,5719.606934,30,25.7,16/7/2013
30,25.7,28.7,37.5372,127.085,0.6233,5708.97998,27.1,24.2,16/7/2013
27.1,24.2,132.118,37.5507,126.988,0.5931,5766.102051,29.6,26.1,16/7/2013
29.6,26.1,59.8324,37.5776,127.083,2.6865,5701.450195,28.5,25.8,16/7/2013
28.5,25.8,30.968,37.4967,126.927,0.618,5700.619629,27.4,25.3,16/7/2013
27.4,25.3,30.0464,37.5507,126.937,0.8552,5711.833496,28.8,24.1,16/7/2013
28.8,24.1,82.2912,37.4697,126.995,2.2579,5697.509766,28.9,24.4,16/7/2013
28.9,24.4,53.4712,37.6181,127.099,0.697,5715.19873,30.6,26,16/7/2013
30.6,26,56.4448,37.4832,127.024,1.2313,5705.057617,27.7,25.6,16/7/2013
27.7,25.6,75.0924,37.5776,126.938,1.7678,5738.621582,27.9,25.4,16/7/2013
27.9,25.4,146.554,37.6181,127.004,4.7296,5780.612305,28.9,25.3,16/7/2013
28.9,25.3,26.298,37.5507,127.04,0.5721,5703.385742,30.2,26.1,16/7/2013
30.2,26.1,21.9668,37.5102,127.086,0.1332,5695.727051,29.2,26.6,16/7/2013
29.2,26.6,15.5876,37.5372,126.891,0.1554,5694.667969,29.2,26.7,16/7/2013
29.2,26.7,17.2956,37.5237,126.909,0.2223,5693.029785,29.5,26.5,16/7/2013
29.5,26.5,19.5844,37.5237,126.97,0.2713,5699.056641,22.7,21.2,16/7/2013
22.7,21.2,212.335,37.6046,126.991,2.785,5827.258789,26.3,23.7,17/7/2013
26.3,23.7,44.7624,37.6046,127.032,0.5141,5698.280273,26.1,23.7,17/7/2013
26.1,23.7,33.3068,37.5776,127.058,0.2661,5692.631836,26.7,24.2,17/7/2013
26.7,24.2,45.716,37.645,127.022,2.5348,5685.614258,26.5,24.6,17/7/2013
26.5,24.6,35.038,37.5507,127.135,0.5055,5687.061035,26.6,24,17/7/2013
26.6,24,54.6384,37.5102,127.042,0.1457,5701.249023,25.5,23.4,17/7/2013
25.5,23.4,12.37,37.5776,126.838,0.0985,5677.527344,26.4,23.4,17/7/2013
26.4,23.4,52.518,37.4697,126.91,1.5629,5689.650879,25.2,23,17/7/2013
25.2,23,50.9312,37.4967,126.826,0.4125,5705.89209,25.1,23.3,17/7/2013
25.1,23.3,208.507,37.4562,126.955,5.1782,5703.202637,27,24,17/7/2013
27,24,28.7,37.5372,127.085,0.6233,5694.289551,24.5,22.3,17/7/2013
24.5,22.3,132.118,37.5507,126.988,0.5931,5751.119141,26.6,24.1,17/7/2013
26.6,24.1,59.8324,37.5776,127.083,2.6865,5686.350098,26.3,23.2,17/7/2013
26.3,23.2,30.968,37.4967,126.927,0.618,5685.721191,25,23,17/7/2013
25,23,30.0464,37.5507,126.937,0.8552,5697.161133,26.3,23.3,17/7/2013
26.3,23.3,82.2912,37.4697,126.995,2.2579,5682.02002,25.7,23.4,17/7/2013
25.7,23.4,53.4712,37.6181,127.099,0.697,5700.312988,26.7,23.8,17/7/2013
26.7,23.8,56.4448,37.4832,127.024,1.2313,5689.92627,24.9,23,17/7/2013
24.9,23,75.0924,37.5776,126.938,1.7678,5723.936035,25.6,23.4,17/7/2013
25.6,23.4,146.554,37.6181,127.004,4.7296,5766.23877,26.2,23.2,17/7/2013
26.2,23.2,26.298,37.5507,127.04,0.5721,5688.612305,27.1,23.9,17/7/2013
27.1,23.9,21.9668,37.5102,127.086,0.1332,5680.842773,26.2,24,17/7/2013
26.2,24,15.5876,37.5372,126.891,0.1554,5679.824707,26.4,23.9,17/7/2013
26.4,23.9,17.2956,37.5237,126.909,0.2223,5678.131836,26.3,23.7,17/7/2013
26.3,23.7,19.5844,37.5237,126.97,0.2713,5684.274902,25.7,23.7,17/7/2013
25.7,23.7,44.7624,37.6046,127.032,0.5141,5682.862305,25.9,23.6,18/7/2013
25.9,23.6,33.3068,37.5776,127.058,0.2661,5677.223633,26.1,24,18/7/2013
26.1,24,45.716,37.645,127.022,2.5348,5670.164063,25.6,24.3,18/7/2013
25.6,24.3,35.038,37.5507,127.135,0.5055,5671.518555,28.3,24.1,18/7/2013
28.3,24.1,54.6384,37.5102,127.042,0.1457,5685.702148,28.2,23.9,18/7/2013
28.2,23.9,12.37,37.5776,126.838,0.0985,5662.053223,27.9,23.9,18/7/2013
27.9,23.9,52.518,37.4697,126.91,1.5629,5673.949219,28.8,23.3,18/7/2013
28.8,23.3,50.9312,37.4967,126.826,0.4125,5690.475586,27.5,23.8,18/7/2013
27.5,23.8,208.507,37.4562,126.955,5.1782,5686.123535,26.6,24.1,18/7/2013
26.6,24.1,28.7,37.5372,127.085,0.6233,5678.985352,27.5,23,18/7/2013
27.5,23,132.118,37.5507,126.988,0.5931,5735.509766,26.5,24,18/7/2013
26.5,24,59.8324,37.5776,127.083,2.6865,5670.620117,27.8,23.8,18/7/2013
27.8,23.8,30.968,37.4967,126.927,0.618,5670.20166,26.7,23.4,18/7/2013
26.7,23.4,82.2912,37.4697,126.995,2.2579,5665.88916,25.3,23.6,18/7/2013
25.3,23.6,53.4712,37.6181,127.099,0.697,5684.806641,28.8,24.1,18/7/2013
28.8,24.1,56.4448,37.4832,127.024,1.2313,5674.166992,26.1,23.5,18/7/2013
26.1,23.5,75.0924,37.5776,126.938,1.7678,5708.634766,26.3,23.8,18/7/2013
26.3,23.8,146.554,37.6181,127.004,4.7296,5751.265137,27.1,23.6,18/7/2013
27.1,23.6,26.298,37.5507,127.04,0.5721,5673.222656,27.2,24.2,18/7/2013
27.2,24.2,21.9668,37.5102,127.086,0.1332,5665.337891,29.3,24,18/7/2013
29.3,24,15.5876,37.5372,126.891,0.1554,5664.362793,28.5,24,18/7/2013
28.5,24,17.2956,37.5237,126.909,0.2223,5662.612793,28.2,24,18/7/2013
28.2,24,19.5844,37.5237,126.97,0.2713,5668.876465,27.3,21.8,18/7/2013
27.3,21.8,212.335,37.6046,126.991,2.785,5796.745117,29.8,22.7,19/7/2013
29.8,22.7,44.7624,37.6046,127.032,0.5141,5666.851563,30.2,23.1,19/7/2013
30.2,23.1,33.3068,37.5776,127.058,0.2661,5661.220703,30.5,23.9,19/7/2013
30.5,23.9,45.716,37.645,127.022,2.5348,5654.115723,25,23.4,19/7/2013
25,23.4,35.038,37.5507,127.135,0.5055,5655.37793,30.8,23.7,19/7/2013
30.8,23.7,54.6384,37.5102,127.042,0.1457,5669.556641,30.3,24.5,19/7/2013
30.3,24.5,12.37,37.5776,126.838,0.0985,5645.98291,30.6,24.1,19/7/2013
30.6,24.1,52.518,37.4697,126.91,1.5629,5657.645508,31.1,22.8,19/7/2013
31.1,22.8,50.9312,37.4967,126.826,0.4125,5674.463867,29.6,22.3,19/7/2013
29.6,22.3,208.507,37.4562,126.955,5.1782,5668.401855,31.5,23.4,19/7/2013
31.5,23.4,28.7,37.5372,127.085,0.6233,5663.089355,31.2,22.7,19/7/2013
31.2,22.7,132.118,37.5507,126.988,0.5931,5719.299805,31.1,23.6,19/7/2013
31.1,23.6,59.8324,37.5776,127.083,2.6865,5654.287598,31.3,23.6,19/7/2013
31.3,23.6,30.968,37.4967,126.927,0.618,5654.083984,29.9,23.7,19/7/2013
29.9,23.7,30.0464,37.5507,126.937,0.8552,5665.998047,29.9,21.8,19/7/2013
29.9,21.8,82.2912,37.4697,126.995,2.2579,5649.142578,30.1,21.9,19/7/2013
30.1,21.9,53.4712,37.6181,127.099,0.697,5668.702637,31.5,23.7,19/7/2013
31.5,23.7,56.4448,37.4832,127.024,1.2313,5657.802246,29.4,23.5,19/7/2013
29.4,23.5,75.0924,37.5776,126.938,1.7678,5692.742676,29.6,23,19/7/2013
29.6,23,146.554,37.6181,127.004,4.7296,5735.703613,30.1,23,19/7/2013
30.1,23,26.298,37.5507,127.04,0.5721,5657.239258,30.9,23.8,19/7/2013
30.9,23.8,21.9668,37.5102,127.086,0.1332,5649.235352,31.1,24.1,19/7/2013
31.1,24.1,15.5876,37.5372,126.891,0.1554,5648.304688,30.9,24.6,19/7/2013
30.9,24.6,17.2956,37.5237,126.909,0.2223,5646.496582,31.2,23.7,19/7/2013
31.2,23.7,19.5844,37.5237,126.97,0.2713,5652.883301,27.1,22.6,19/7/2013
27.1,22.6,212.335,37.6046,126.991,2.785,5780.611328,30.1,23.3,20/7/2013
30.1,23.3,44.7624,37.6046,127.032,0.5141,5650.245605,30.4,25,20/7/2013
30.4,25,33.3068,37.5776,127.058,0.2661,5644.621582,31.4,25.1,20/7/2013
31.4,25.1,45.716,37.645,127.022,2.5348,5637.466309,25.9,22.5,20/7/2013
25.9,22.5,35.038,37.5507,127.135,0.5055,5638.637207,31.1,25.4,20/7/2013
31.1,25.4,54.6384,37.5102,127.042,0.1457,5652.810547,29.8,25.5,20/7/2013
29.8,25.5,12.37,37.5776,126.838,0.0985,5629.313965,30.2,25.5,20/7/2013
30.2,25.5,52.518,37.4697,126.91,1.5629,5640.737305,29.8,24.1,20/7/2013
29.8,24.1,50.9312,37.4967,126.826,0.4125,5657.855469,29.6,24.4,20/7/2013
29.6,24.4,208.507,37.4562,126.955,5.1782,5650.036621,30.1,25.1,20/7/2013
30.1,25.1,28.7,37.5372,127.085,0.6233,5646.600098,30.1,23.7,20/7/2013
30.1,23.7,132.118,37.5507,126.988,0.5931,5702.487793,30.7,25.2,20/7/2013
30.7,25.2,59.8324,37.5776,127.083,2.6865,5637.350098,30.7,25,20/7/2013
30.7,25,30.968,37.4967,126.927,0.618,5637.367676,31,24.7,20/7/2013
31,24.7,30.0464,37.5507,126.937,0.8552,5649.52832,30.6,22.8,20/7/2013
30.6,22.8,82.2912,37.4697,126.995,2.2579,5631.779297,30.2,22.2,20/7/2013
30.2,22.2,53.4712,37.6181,127.099,0.697,5651.999512,31.9,25.5,20/7/2013
31.9,25.5,56.4448,37.4832,127.024,1.2313,5640.830566,29.8,24.2,20/7/2013
29.8,24.2,75.0924,37.5776,126.938,1.7678,5676.257813,29.8,25,20/7/2013
29.8,25,146.554,37.6181,127.004,4.7296,5719.555664,29.9,24.9,20/7/2013
29.9,24.9,26.298,37.5507,127.04,0.5721,5640.659668,30.3,25.3,20/7/2013
30.3,25.3,21.9668,37.5102,127.086,0.1332,5632.53418,30.5,26,20/7/2013
30.5,26,15.5876,37.5372,126.891,0.1554,5631.648926,30.7,26,20/7/2013
30.7,26,17.2956,37.5237,126.909,0.2223,5629.780762,30.8,25.3,20/7/2013
30.8,25.3,19.5844,37.5237,126.97,0.2713,5636.294434,25.2,23,20/7/2013
25.2,23,212.335,37.6046,126.991,2.785,5763.888672,27.9,24.9,21/7/2013
27.9,24.9,44.7624,37.6046,127.032,0.5141,5633.040527,28.7,25.7,21/7/2013
28.7,25.7,33.3068,37.5776,127.058,0.2661,5627.421875,28.8,26.1,21/7/2013
28.8,26.1,45.716,37.645,127.022,2.5348,5620.059082,26,23.9,21/7/2013
26,23.9,35.038,37.5507,127.135,0.5055,5621.290039,29.1,26.3,21/7/2013
29.1,26.3,54.6384,37.5102,127.042,0.1457,5635.460449,28.6,25.6,21/7/2013
28.6,25.6,12.37,37.5776,126.838,0.0985,5612.043945,28.7,26.1,21/7/2013
28.7,26.1,52.518,37.4697,126.91,1.5629,5623.22168,29.2,25.2,21/7/2013
29.2,25.2,50.9312,37.4967,126.826,0.4125,5640.645996,27.7,25.6,21/7/2013
27.7,25.6,208.507,37.4562,126.955,5.1782,5631.025391,29.2,26.3,21/7/2013
29.2,26.3,28.7,37.5372,127.085,0.6233,5629.513672,28,23.9,21/7/2013
28,23.9,132.118,37.5507,126.988,0.5931,5685.068848,29.1,26.4,21/7/2013
29.1,26.4,59.8324,37.5776,127.083,2.6865,5619.804688,29.4,25,21/7/2013
29.4,25,30.968,37.4967,126.927,0.618,5620.047852,29,25.2,21/7/2013
29,25.2,30.0464,37.5507,126.937,0.8552,5632.461914,28,24.9,21/7/2013
28,24.9,82.2912,37.4697,126.995,2.2579,5613.794922,28.9,25,21/7/2013
28.9,25,53.4712,37.6181,127.099,0.697,5634.69043,29.3,26.2,21/7/2013
29.3,26.2,56.4448,37.4832,127.024,1.2313,5623.249023,27.9,25.1,21/7/2013
27.9,25.1,75.0924,37.5776,126.938,1.7678,5659.175293,27.8,25.4,21/7/2013
27.8,25.4,146.554,37.6181,127.004,4.7296,5702.817383,28.5,25.7,21/7/2013
28.5,25.7,26.298,37.5507,127.04,0.5721,5623.480469,29.5,25.8,21/7/2013
29.5,25.8,21.9668,37.5102,127.086,0.1332,5615.230469,29.7,26.4,21/7/2013
29.7,26.4,15.5876,37.5372,126.891,0.1554,5614.391113,28.8,26.3,21/7/2013
28.8,26.3,17.2956,37.5237,126.909,0.2223,5612.461426,29.2,25.9,21/7/2013
29.2,25.9,19.5844,37.5237,126.97,0.2713,5619.105957,26.2,22.3,21/7/2013
26.2,22.3,212.335,37.6046,126.991,2.785,5746.562988,29.6,23.7,22/7/2013
29.6,23.7,44.7624,37.6046,127.032,0.5141,5615.219727,28.8,23.8,22/7/2013
28.8,23.8,33.3068,37.5776,127.058,0.2661,5609.610352,29.3,23.9,22/7/2013
29.3,23.9,45.716,37.645,127.022,2.5348,5602.210449,26.2,23.3,22/7/2013
26.2,23.3,35.038,37.5507,127.135,0.5055,5603.330078,29.9,24.3,22/7/2013
29.9,24.3,54.6384,37.5102,127.042,0.1457,5617.494141,29.4,24.1,22/7/2013
29.4,24.1,12.37,37.5776,126.838,0.0985,5594.15918,29.9,24.7,22/7/2013
29.9,24.7,52.518,37.4697,126.91,1.5629,5605.083984,29.8,24.2,22/7/2013
29.8,24.2,50.9312,37.4967,126.826,0.4125,5622.824219,28.7,24.3,22/7/2013
28.7,24.3,208.507,37.4562,126.955,5.1782,5611.352539,30,24.2,22/7/2013
30,24.2,28.7,37.5372,127.085,0.6233,5611.817383,29.2,23.2,22/7/2013
29.2,23.2,132.118,37.5507,126.988,0.5931,5667.030273,29.4,24.2,22/7/2013
29.4,24.2,59.8324,37.5776,127.083,2.6865,5601.636719,29.9,24.5,22/7/2013
29.9,24.5,30.968,37.4967,126.927,0.618,5602.112793,29,24,22/7/2013
29,24,30.0464,37.5507,126.937,0.8552,5614.786621,29.7,23.9,22/7/2013
29.7,23.9,82.2912,37.4697,126.995,2.2579,5595.178223,28.3,23.6,22/7/2013
28.3,23.6,53.4712,37.6181,127.099,0.697,5616.77002,30.7,24.5,22/7/2013
30.7,24.5,56.4448,37.4832,127.024,1.2313,5605.04541,28.3,23.9,22/7/2013
28.3,23.9,75.0924,37.5776,126.938,1.7678,5641.482422,29,23.8,22/7/2013
29,23.8,146.554,37.6181,127.004,4.7296,5685.478027,28.7,24,22/7/2013
28.7,24,26.298,37.5507,127.04,0.5721,5605.689453,30.7,24.1,22/7/2013
30.7,24.1,21.9668,37.5102,127.086,0.1332,5597.311523,29.7,24.7,22/7/2013
29.7,24.7,15.5876,37.5372,126.891,0.1554,5596.52002,29.8,24.5,22/7/2013
29.8,24.5,17.2956,37.5237,126.909,0.2223,5594.527344,29.9,24.3,22/7/2013
29.9,24.3,19.5844,37.5237,126.97,0.2713,5601.305664,23.7,22.8,22/7/2013
23.7,22.8,212.335,37.6046,126.991,2.785,5728.64502,26.2,24.5,23/7/2013
26.2,24.5,44.7624,37.6046,127.032,0.5141,5596.79834,26.6,24.5,23/7/2013
26.6,24.5,33.3068,37.5776,127.058,0.2661,5591.194824,26.7,25,23/7/2013
26.7,25,45.716,37.645,127.022,2.5348,5583.532715,27.5,23.8,23/7/2013
27.5,23.8,35.038,37.5507,127.135,0.5055,5584.763184,27.3,25,23/7/2013
27.3,25,54.6384,37.5102,127.042,0.1457,5598.921387,26.4,24.9,23/7/2013
26.4,24.9,12.37,37.5776,126.838,0.0985,5575.671387,26.7,25.1,23/7/2013
26.7,25.1,52.518,37.4697,126.91,1.5629,5586.337402,25.9,24.4,23/7/2013
25.9,24.4,50.9312,37.4967,126.826,0.4125,5604.399414,26.1,24.6,23/7/2013
26.1,24.6,208.507,37.4562,126.955,5.1782,5591.03418,27.1,25.1,23/7/2013
27.1,25.1,28.7,37.5372,127.085,0.6233,5593.521973,25.6,23.7,23/7/2013
25.6,23.7,132.118,37.5507,126.988,0.5931,5648.383301,26.8,24.6,23/7/2013
26.8,24.6,59.8324,37.5776,127.083,2.6865,5582.858887,26.6,24.7,23/7/2013
26.6,24.7,30.968,37.4967,126.927,0.618,5583.572754,25.7,24.4,23/7/2013
25.7,24.4,30.0464,37.5507,126.937,0.8552,5596.511719,26.4,24.3,23/7/2013
26.4,24.3,82.2912,37.4697,126.995,2.2579,5575.939453,26.2,24.3,23/7/2013
26.2,24.3,53.4712,37.6181,127.099,0.697,5598.242676,27.4,25.2,23/7/2013
27.4,25.2,56.4448,37.4832,127.024,1.2313,5586.230469,25.7,24.5,23/7/2013
25.7,24.5,75.0924,37.5776,126.938,1.7678,5623.189941,26.2,24.7,23/7/2013
26.2,24.7,146.554,37.6181,127.004,4.7296,5667.54541,26.3,24.5,23/7/2013
26.3,24.5,26.298,37.5507,127.04,0.5721,5587.296875,27.1,24.6,23/7/2013
27.1,24.6,21.9668,37.5102,127.086,0.1332,5578.788086,26.8,25.1,23/7/2013
26.8,25.1,15.5876,37.5372,126.891,0.1554,5578.04541,26.9,25.1,23/7/2013
26.9,25.1,17.2956,37.5237,126.909,0.2223,5575.988281,26.8,25.1,23/7/2013
26.8,25.1,19.5844,37.5237,126.97,0.2713,5582.90332,25,20.5,23/7/2013
25,20.5,212.335,37.6046,126.991,2.785,5710.657227,29,22.7,24/7/2013
